sentence,sentiment,char_length,word_count
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",neutral,236,40
Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral,95,13
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral,89,16
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,neutral,158,27
Fortum also has a blocking stake in Northwestern TGK-1 .,neutral,56,10
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral,167,29
"HK Ruokatalo produces many turkey products , such as cold cuts .",neutral,64,12
"However , the brokers ' ratings on the stock differ .",neutral,53,11
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",negative,124,22
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",negative,112,20
"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled .",neutral,76,16
"Juhani J+rvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",neutral,112,19
Metso estimates the need for personnel reductions to amount to 25 people .,negative,74,13
"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",neutral,144,26
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,neutral,92,15
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral,114,18
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative,178,35
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .,neutral,104,19
The beers differ slightly from mainstream beers .,neutral,49,8
"The company operates a U.S. division in Lisle , Ill. .",neutral,54,11
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral,184,33
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative,123,20
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral,134,23
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,neutral,119,21
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral,97,17
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,neutral,118,21
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",neutral,116,20
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",neutral,193,32
"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",neutral,87,17
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,168,34
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,181,37
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral,144,22
"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .",neutral,137,25
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",neutral,130,26
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral,83,16
The statutory negotiations at headquarters are part of this decrease .,neutral,70,11
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral,123,23
These restrictions do not apply to statutory dividends .,neutral,56,9
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",neutral,133,21
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral,242,42
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative,124,25
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,neutral,92,18
Yakima created the position for him after emerging from economic downturns of its own .,neutral,87,15
"zip , '' experts warned Tuesday .",neutral,33,7
"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",neutral,194,46
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,negative,189,33
`` Those uncertainties cloud the long-term outlook . '',negative,55,9
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,237,43
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative,238,43
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative,157,28
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",negative,180,30
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,108,19
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,103,20
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",negative,207,39
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,negative,126,21
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,134,28
The air traffic of Finland has been in stoppage since then .,negative,60,12
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,negative,159,29
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,97,16
The situation of coated magazine printing paper will continue to be weak .,negative,74,13
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,negative,123,24
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",negative,121,21
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative,115,21
And U.S. energy executives say high steel prices are threatening energy exploration .,negative,85,13
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",negative,91,18
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ ??",negative,111,23
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative,98,21
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,62,14
