sentence,sentiment,char_length,word_count
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,129,22
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral,102,16
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral,129,26
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral,184,34
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,143,24
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral,107,20
The share subscription period will expire on 30 September 2007 .,neutral,64,11
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral,91,17
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,92,17
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,155,21
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,133,21
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",neutral,172,34
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral,74,16
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,89,19
A 2001 agreement expired earlier this month .,neutral,45,8
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",neutral,99,18
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral,162,25
Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral,95,13
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral,89,16
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral,167,29
"HK Ruokatalo produces many turkey products , such as cold cuts .",neutral,64,12
"However , the brokers ' ratings on the stock differ .",neutral,53,11
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,neutral,92,15
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral,114,18
The beers differ slightly from mainstream beers .,neutral,49,8
"The company operates a U.S. division in Lisle , Ill. .",neutral,54,11
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral,134,23
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",neutral,193,32
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,168,34
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,181,37
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral,144,22
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral,83,16
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral,123,23
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",neutral,133,21
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral,242,42
`` Those uncertainties cloud the long-term outlook . '',negative,55,9
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,237,43
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative,238,43
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative,108,19
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,103,20
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,134,28
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative,97,16
The situation of coated magazine printing paper will continue to be weak .,negative,74,13
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ ??",negative,111,23
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative,98,21
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,62,14
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative,168,32
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,123,28
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,160,36
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,93,20
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,154,29
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,129,25
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative,96,20
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,negative,59,12
Net sales have been eaten by the weak US dollar .,negative,49,11
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,247,47
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,82,18
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative,130,24
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",negative,95,18
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative,131,24
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative,109,18
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,97,15
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,138,24
